group,id_player,outcome,total_count,stop_count,stop_prob,stop_overall
High-Risk,1325,loss,10388,34,0.32730073161340006,0.24748871742611733
High-Risk,1325,win,3350,0,0,0.24748871742611733
High-Risk,1326,loss,131,6,4.580152671755725,3.79746835443038
High-Risk,1326,win,27,0,0,3.79746835443038
High-Risk,1327,loss,7127,204,2.862354426827557,2.594261844564142
High-Risk,1327,win,1970,32,1.6243654822335025,2.594261844564142
High-Risk,1328,loss,332,9,2.710843373493976,2.1791767554479415
High-Risk,1328,win,81,0,0,2.1791767554479415
High-Risk,1329,loss,138,6,4.3478260869565215,3.389830508474576
High-Risk,1329,win,39,0,0,3.389830508474576
High-Risk,1330,loss,979,13,1.3278855975485189,1.0342084327764518
High-Risk,1330,win,278,0,0,1.0342084327764518
High-Risk,1331,loss,32,1,3.125,2.5
High-Risk,1331,win,8,0,0,2.5
High-Risk,1332,loss,4,1,25,25
High-Risk,1333,loss,230,6,2.608695652173913,2.491103202846975
High-Risk,1333,win,51,1,1.9607843137254901,2.491103202846975
High-Risk,1334,loss,453,16,3.532008830022075,2.8828828828828827
High-Risk,1334,win,102,0,0,2.8828828828828827
High-Risk,1335,loss,1653,39,2.35934664246824,2.017832003754106
High-Risk,1335,win,478,4,0.8368200836820083,2.017832003754106
High-Risk,1336,loss,5065,53,1.0463968410661402,0.8315368032029566
High-Risk,1336,win,1429,1,0.06997900629811056,0.8315368032029566
High-Risk,1337,loss,401,3,0.7481296758104738,0.6
High-Risk,1337,win,99,0,0,0.6
High-Risk,1338,loss,65,3,4.615384615384616,6.172839506172839
High-Risk,1338,win,16,2,12.5,6.172839506172839
High-Risk,1339,loss,7742,129,1.666236114699044,1.252913752913753
High-Risk,1339,win,2554,0,0,1.252913752913753
High-Risk,1340,loss,4951,90,1.8178145829125427,1.467772814294831
High-Risk,1340,win,1317,2,0.15186028853454822,1.467772814294831
High-Risk,1341,loss,21,1,4.761904761904762,3.8461538461538463
High-Risk,1341,win,5,0,0,3.8461538461538463
High-Risk,1342,loss,13754,160,1.1632979496873637,0.9500922148326161
High-Risk,1342,win,4139,10,0.24160425223483933,0.9500922148326161
High-Risk,1343,loss,15116,305,2.0177295580841492,1.579107197084725
High-Risk,1343,win,4642,7,0.15079707022834984,1.579107197084725
High-Risk,1344,loss,4117,57,1.3845032790867136,1.0454878943506969
High-Risk,1344,win,1335,0,0,1.0454878943506969
High-Risk,1345,loss,1530,22,1.4379084967320261,1.1276268580215274
High-Risk,1345,win,421,0,0,1.1276268580215274
High-Risk,1346,loss,745,5,0.6711409395973155,0.5246589716684155
High-Risk,1346,win,208,0,0,0.5246589716684155
High-Risk,1347,loss,204,3,1.4705882352941175,1.2448132780082988
High-Risk,1347,win,37,0,0,1.2448132780082988
High-Risk,1348,loss,237,7,2.9535864978902953,2.666666666666667
High-Risk,1348,win,63,1,1.5873015873015872,2.666666666666667
High-Risk,1349,loss,41,2,4.878048780487805,6.122448979591836
High-Risk,1349,win,8,1,12.5,6.122448979591836
High-Risk,1350,loss,1395,13,0.9318996415770611,0.8310249307479225
High-Risk,1350,win,410,2,0.4878048780487805,0.8310249307479225
High-Risk,1351,loss,639,14,2.190923317683881,1.726263871763255
High-Risk,1351,win,172,0,0,1.726263871763255
High-Risk,1352,loss,2468,45,1.8233387358184763,1.437949359174742
High-Risk,1352,win,731,1,0.13679890560875513,1.437949359174742
High-Risk,1353,loss,150,10,6.666666666666667,5.0761421319796955
High-Risk,1353,win,47,0,0,5.0761421319796955
High-Risk,1354,loss,40,1,2.5,2.083333333333333
High-Risk,1354,win,8,0,0,2.083333333333333
High-Risk,1355,loss,5539,80,1.4443040259974724,1.1163175303197352
High-Risk,1355,win,1717,1,0.05824111822947001,1.1163175303197352
High-Risk,1356,loss,40964,146,0.35641050678644665,0.2943987765245651
High-Risk,1356,win,11346,8,0.07050943063634761,0.2943987765245651
High-Risk,1357,loss,8934,162,1.8132975151108126,1.5927977839335181
High-Risk,1357,win,2618,22,0.8403361344537815,1.5927977839335181
High-Risk,1358,loss,1198,34,2.8380634390651087,2.192134107027724
High-Risk,1358,win,353,0,0,2.192134107027724
High-Risk,1359,loss,423,6,1.4184397163120568,1.2411347517730498
High-Risk,1359,win,141,1,0.7092198581560284,1.2411347517730498
High-Risk,1360,loss,218,4,1.834862385321101,1.4545454545454546
High-Risk,1360,win,57,0,0,1.4545454545454546
High-Risk,1361,loss,2569,54,2.1019852082522386,1.6626360338573156
High-Risk,1361,win,739,1,0.13531799729364005,1.6626360338573156
High-Risk,1362,loss,14594,208,1.4252432506509525,1.1016861487534912
High-Risk,1362,win,4740,5,0.10548523206751054,1.1016861487534912
High-Risk,1363,loss,1028,12,1.1673151750972763,0.9715994020926756
High-Risk,1363,win,310,1,0.3225806451612903,0.9715994020926756
High-Risk,1364,loss,110,3,2.727272727272727,2.127659574468085
High-Risk,1364,win,31,0,0,2.127659574468085
High-Risk,1365,loss,199,5,2.512562814070352,1.8796992481203008
High-Risk,1365,win,67,0,0,1.8796992481203008
High-Risk,1366,loss,31076,555,1.785944136954563,1.365254278609391
High-Risk,1366,win,9942,5,0.05029169181251257,1.365254278609391
High-Risk,1367,loss,770,10,1.2987012987012987,1.1247443762781186
High-Risk,1367,win,208,1,0.4807692307692308,1.1247443762781186
High-Risk,1368,loss,18,3,16.666666666666664,15.789473684210526
High-Risk,1368,win,1,0,0,15.789473684210526
High-Risk,1369,loss,23628,156,0.6602336211274759,0.4961358648983875
High-Risk,1369,win,7815,0,0,0.4961358648983875
High-Risk,1370,loss,357,5,1.400560224089636,1.1235955056179776
High-Risk,1370,win,88,0,0,1.1235955056179776
High-Risk,1371,loss,982,16,1.6293279022403258,1.21765601217656
High-Risk,1371,win,332,0,0,1.21765601217656
High-Risk,1372,loss,578,7,1.2110726643598615,0.9446693657219973
High-Risk,1372,win,163,0,0,0.9446693657219973
High-Risk,1373,loss,179,9,5.027932960893855,3.6734693877551026
High-Risk,1373,win,66,0,0,3.6734693877551026
High-Risk,1374,loss,32,1,3.125,2.5
High-Risk,1374,win,8,0,0,2.5
High-Risk,1375,loss,92,1,1.0869565217391304,1.7391304347826086
High-Risk,1375,win,23,1,4.3478260869565215,1.7391304347826086
High-Risk,1376,loss,272,7,2.5735294117647056,2.127659574468085
High-Risk,1376,win,57,0,0,2.127659574468085
High-Risk,1377,loss,319,4,1.2539184952978055,0.9925558312655087
High-Risk,1377,win,84,0,0,0.9925558312655087
High-Risk,1378,loss,576,3,0.5208333333333333,0.4120879120879121
High-Risk,1378,win,152,0,0,0.4120879120879121
High-Risk,1379,loss,110,3,2.727272727272727,3.10077519379845
High-Risk,1379,win,19,1,5.263157894736842,3.10077519379845
High-Risk,1380,loss,61047,936,1.5332448768981277,1.1567615614429272
High-Risk,1380,win,19955,1,0.005011275369581559,1.1567615614429272
High-Risk,1381,loss,255,2,0.7843137254901961,0.6968641114982579
High-Risk,1381,win,32,0,0,0.6968641114982579
High-Risk,1382,loss,563,4,0.7104795737122558,0.5442176870748299
High-Risk,1382,win,172,0,0,0.5442176870748299
High-Risk,1383,loss,18,1,5.555555555555555,4.545454545454546
High-Risk,1383,win,4,0,0,4.545454545454546
High-Risk,1384,loss,10052,99,0.9848786311181854,0.7712082262210797
High-Risk,1384,win,3174,3,0.0945179584120983,0.7712082262210797
High-Risk,1385,loss,3203,91,2.8410864814236656,2.332065906210393
High-Risk,1385,win,742,1,0.13477088948787064,2.332065906210393
High-Risk,1386,loss,257,6,2.3346303501945527,1.7391304347826086
High-Risk,1386,win,88,0,0,1.7391304347826086
High-Risk,1387,loss,1575,25,1.5873015873015872,1.2987012987012987
High-Risk,1387,win,427,1,0.234192037470726,1.2987012987012987
High-Risk,1388,loss,1800,53,2.944444444444444,2.3324851569126377
High-Risk,1388,win,558,2,0.35842293906810035,2.3324851569126377
High-Risk,1389,loss,16538,481,2.9084532591607206,2.1755811329271046
High-Risk,1389,win,5617,1,0.01780309773900659,2.1755811329271046
High-Risk,1390,loss,40,2,5,3.571428571428571
High-Risk,1390,win,16,0,0,3.571428571428571
High-Risk,1391,loss,4803,65,1.3533208411409536,1.0350687471033524
High-Risk,1391,win,1670,2,0.11976047904191617,1.0350687471033524
High-Risk,1392,loss,365,9,2.4657534246575343,1.9148936170212765
High-Risk,1392,win,105,0,0,1.9148936170212765
High-Risk,1393,loss,3520,45,1.278409090909091,0.9793485203321269
High-Risk,1393,win,1177,1,0.08496176720475786,0.9793485203321269
High-Risk,1394,loss,476,33,6.932773109243698,5.490848585690515
High-Risk,1394,win,125,0,0,5.490848585690515
High-Risk,1395,loss,839,25,2.9797377830750893,2.3607176581680833
High-Risk,1395,win,220,0,0,2.3607176581680833
High-Risk,1396,loss,5063,54,1.0665613272763184,0.8258143447010245
High-Risk,1396,win,1476,0,0,0.8258143447010245
High-Risk,1397,loss,2407,23,0.9555463232239303,0.7299270072992701
High-Risk,1397,win,744,0,0,0.7299270072992701
High-Risk,1398,loss,24265,295,1.2157428394807335,0.981419723677942
High-Risk,1398,win,7220,14,0.19390581717451524,0.981419723677942
High-Risk,1399,loss,16234,344,2.1190094862633977,1.6092814371257484
High-Risk,1399,win,5142,0,0,1.6092814371257484
High-Risk,1400,loss,121,3,2.479338842975207,1.9607843137254901
High-Risk,1400,win,32,0,0,1.9607843137254901
High-Risk,1401,loss,36406,452,1.2415535900675714,0.9271712108244692
High-Risk,1401,win,12668,3,0.02368171771392485,0.9271712108244692
High-Risk,1402,loss,207,6,2.898550724637681,2.166064981949458
High-Risk,1402,win,70,0,0,2.166064981949458
High-Risk,1403,loss,3295,18,0.5462822458270106,0.40723981900452494
High-Risk,1403,win,1125,0,0,0.40723981900452494
High-Risk,1404,loss,1173,26,2.2165387894288147,1.8181818181818181
High-Risk,1404,win,312,1,0.3205128205128205,1.8181818181818181
High-Risk,1405,loss,1120,44,3.9285714285714284,3.094910591471802
High-Risk,1405,win,334,1,0.29940119760479045,3.094910591471802
High-Risk,1406,loss,35,1,2.857142857142857,2.3255813953488373
High-Risk,1406,win,8,0,0,2.3255813953488373
High-Risk,1407,loss,1080,14,1.2962962962962963,1.0130246020260492
High-Risk,1407,win,302,0,0,1.0130246020260492
High-Risk,1408,loss,194,4,2.0618556701030926,1.6064257028112447
High-Risk,1408,win,55,0,0,1.6064257028112447
High-Risk,1409,loss,10,1,10,10
High-Risk,1410,loss,9549,94,0.9843962718609279,0.9079011941763455
High-Risk,1410,win,2677,17,0.6350392230108329,0.9079011941763455
High-Risk,1411,loss,172,3,1.744186046511628,1.3513513513513513
High-Risk,1411,win,50,0,0,1.3513513513513513
High-Risk,1412,loss,70,2,2.857142857142857,3.488372093023256
High-Risk,1412,win,16,1,6.25,3.488372093023256
High-Risk,1413,loss,3363,36,1.070472792149866,0.8249721293199554
High-Risk,1413,win,1122,1,0.08912655971479501,0.8249721293199554
High-Risk,1414,loss,738,7,0.9485094850948509,0.9414225941422595
High-Risk,1414,win,218,2,0.9174311926605505,0.9414225941422595
High-Risk,1415,loss,2159,22,1.0189902732746643,0.804976216611782
High-Risk,1415,win,574,0,0,0.804976216611782
High-Risk,1416,loss,23602,160,0.6779086518091687,0.5127880476069892
High-Risk,1416,win,7990,2,0.025031289111389236,0.5127880476069892
High-Risk,1417,loss,30,2,6.666666666666667,4.878048780487805
High-Risk,1417,win,11,0,0,4.878048780487805
High-Risk,1418,loss,39,1,2.564102564102564,1.9607843137254901
High-Risk,1418,win,12,0,0,1.9607843137254901
High-Risk,1419,loss,2452,27,1.101141924959217,0.86446434084594
High-Risk,1419,win,787,1,0.12706480304955528,0.86446434084594
High-Risk,1420,loss,363,7,1.9283746556473829,1.6091954022988506
High-Risk,1420,win,72,0,0,1.6091954022988506
High-Risk,1421,loss,4402,66,1.4993184915947297,1.1892270024484084
High-Risk,1421,win,1316,2,0.1519756838905775,1.1892270024484084
High-Risk,1422,loss,1954,32,1.6376663254861823,1.3781921361978111
High-Risk,1422,win,513,2,0.3898635477582846,1.3781921361978111
High-Risk,1423,loss,94,1,1.0638297872340425,1.8518518518518516
High-Risk,1423,win,14,1,7.142857142857142,1.8518518518518516
High-Risk,1424,loss,110,5,4.545454545454546,3.6764705882352944
High-Risk,1424,win,26,0,0,3.6764705882352944
High-Risk,1425,loss,5012,44,0.8778930566640064,0.7087920374000906
High-Risk,1425,win,1619,3,0.1852995676343422,0.7087920374000906
High-Risk,1426,loss,1425,86,6.035087719298246,4.641122504047491
High-Risk,1426,win,428,0,0,4.641122504047491
High-Risk,1427,loss,879,37,4.2093287827076225,3.321364452423698
High-Risk,1427,win,235,0,0,3.321364452423698
High-Risk,1428,loss,5794,175,3.0203658957542285,2.3642847708360852
High-Risk,1428,win,1777,4,0.22509848058525606,2.3642847708360852
High-Risk,1429,loss,315,4,1.2698412698412698,0.966183574879227
High-Risk,1429,win,99,0,0,0.966183574879227
High-Risk,1430,loss,138,4,2.898550724637681,2.4096385542168677
High-Risk,1430,win,28,0,0,2.4096385542168677
High-Risk,1431,loss,2574,147,5.710955710955711,4.483900090279867
High-Risk,1431,win,749,2,0.26702269692923897,4.483900090279867
High-Risk,1432,loss,600,17,2.833333333333333,2.2546419098143233
High-Risk,1432,win,154,0,0,2.2546419098143233
High-Risk,1433,loss,12,0,0,6.666666666666667
High-Risk,1433,win,3,1,33.33333333333333,6.666666666666667
High-Risk,1434,loss,27738,522,1.881894873458793,1.4144309822587624
High-Risk,1434,win,9238,1,0.010824853864472829,1.4144309822587624
High-Risk,1435,loss,2933,37,1.261506989430617,1.044242923880187
High-Risk,1435,win,706,1,0.141643059490085,1.044242923880187
High-Risk,1436,loss,26498,410,1.5472865876669937,1.3516419377630327
High-Risk,1436,win,6055,30,0.495458298926507,1.3516419377630327
High-Risk,1437,loss,30635,452,1.475436592133181,1.143126363816703
High-Risk,1437,win,9693,9,0.09285051067780872,1.143126363816703
High-Risk,1438,loss,132,2,1.5151515151515151,1.0309278350515463
High-Risk,1438,win,62,0,0,1.0309278350515463
High-Risk,1439,loss,11492,201,1.7490428123912285,1.3377492044937984
High-Risk,1439,win,3907,5,0.12797542871768622,1.3377492044937984
High-Risk,1440,loss,1584,23,1.452020202020202,1.1330049261083743
High-Risk,1440,win,446,0,0,1.1330049261083743
High-Risk,1441,loss,171,3,1.7543859649122806,1.345291479820628
High-Risk,1441,win,52,0,0,1.345291479820628
High-Risk,1442,loss,150,5,3.3333333333333335,2.564102564102564
High-Risk,1442,win,45,0,0,2.564102564102564
High-Risk,1443,loss,11749,182,1.5490680057877266,1.1906294246363753
High-Risk,1443,win,3789,3,0.0791765637371338,1.1906294246363753
High-Risk,1444,loss,18536,109,0.5880448856279672,0.444462402521314
High-Risk,1444,win,6213,1,0.016095284081764045,0.444462402521314
High-Risk,1445,loss,4575,33,0.7213114754098361,0.5861664712778429
High-Risk,1445,win,1396,2,0.14326647564469913,0.5861664712778429
High-Risk,1446,loss,1042,11,1.055662188099808,0.8258258258258258
High-Risk,1446,win,290,0,0,0.8258258258258258
High-Risk,1447,loss,3106,41,1.3200257566001288,0.9792213995700979
High-Risk,1447,win,1081,0,0,0.9792213995700979
High-Risk,1448,loss,265,5,1.8867924528301887,1.4792899408284024
High-Risk,1448,win,73,0,0,1.4792899408284024
High-Risk,1449,loss,115,1,0.8695652173913043,0.7042253521126761
High-Risk,1449,win,27,0,0,0.7042253521126761
High-Risk,1450,loss,21,1,4.761904761904762,3.7037037037037033
High-Risk,1450,win,6,0,0,3.7037037037037033
High-Risk,1451,loss,1667,16,0.9598080383923214,0.8362676056338028
High-Risk,1451,win,605,3,0.49586776859504134,0.8362676056338028
High-Risk,1452,loss,212,7,3.30188679245283,2.6415094339622645
High-Risk,1452,win,53,0,0,2.6415094339622645
High-Risk,1453,loss,273,7,2.564102564102564,1.881720430107527
High-Risk,1453,win,99,0,0,1.881720430107527
High-Risk,1454,loss,901,6,0.6659267480577136,0.5016722408026756
High-Risk,1454,win,295,0,0,0.5016722408026756
High-Risk,1455,loss,9287,96,1.0337030257348983,0.8208832703989493
High-Risk,1455,win,2895,4,0.1381692573402418,0.8208832703989493
High-Risk,1456,loss,844,27,3.1990521327014214,2.5069637883008355
High-Risk,1456,win,233,0,0,2.5069637883008355
High-Risk,1457,loss,33551,552,1.6452564752168342,1.24695039306045
High-Risk,1457,win,10717,0,0,1.24695039306045
High-Risk,1458,loss,13,1,7.6923076923076925,4.545454545454546
High-Risk,1458,win,9,0,0,4.545454545454546
High-Risk,1459,loss,57,3,5.263157894736842,4.225352112676056
High-Risk,1459,win,14,0,0,4.225352112676056
High-Risk,1460,loss,14346,150,1.0455876202425762,0.8023225125362892
High-Risk,1460,win,4599,2,0.04348771472059143,0.8023225125362892
High-Risk,1461,loss,1719,29,1.6870273414776031,1.3976555455365194
High-Risk,1461,win,499,2,0.4008016032064128,1.3976555455365194
High-Risk,1462,loss,2358,50,2.1204410517387617,1.6361256544502618
High-Risk,1462,win,698,0,0,1.6361256544502618
High-Risk,1463,loss,632,22,3.481012658227848,2.6862026862026864
High-Risk,1463,win,187,0,0,2.6862026862026864
High-Risk,1464,loss,1191,21,1.7632241813602016,1.4150943396226416
High-Risk,1464,win,293,0,0,1.4150943396226416
High-Risk,1465,loss,77,2,2.5974025974025974,1.9801980198019802
High-Risk,1465,win,24,0,0,1.9801980198019802
High-Risk,1466,loss,48,1,2.083333333333333,1.7241379310344827
High-Risk,1466,win,10,0,0,1.7241379310344827
High-Risk,1467,loss,7686,312,4.059328649492584,3.088803088803089
High-Risk,1467,win,2674,8,0.2991772625280479,3.088803088803089
High-Risk,1468,loss,3962,51,1.2872286723876831,1.0239567233384852
High-Risk,1468,win,1214,2,0.16474464579901155,1.0239567233384852
High-Risk,1469,loss,1118,21,1.8783542039355994,1.5032211882605582
High-Risk,1469,win,279,0,0,1.5032211882605582
High-Risk,1470,loss,76,6,7.894736842105263,6.185567010309279
High-Risk,1470,win,21,0,0,6.185567010309279
High-Risk,1471,loss,17871,208,1.163896816070729,0.8984458164786034
High-Risk,1471,win,5614,3,0.053437833986462416,0.8984458164786034
High-Risk,1472,loss,157,2,1.2738853503184715,1.6483516483516485
High-Risk,1472,win,25,1,4,1.6483516483516485
High-Risk,1473,loss,354,5,1.4124293785310735,1.3071895424836601
High-Risk,1473,win,105,1,0.9523809523809524,1.3071895424836601
High-Risk,1474,loss,2510,27,1.0756972111553786,1.008827238335435
High-Risk,1474,win,662,5,0.7552870090634441,1.008827238335435
High-Risk,1475,loss,742,19,2.560646900269542,2.104097452934662
High-Risk,1475,win,161,0,0,2.104097452934662
High-Risk,1476,loss,2801,67,2.3920028561228133,1.8518518518518516
High-Risk,1476,win,817,0,0,1.8518518518518516
High-Risk,1477,loss,4539,40,0.8812513769552764,0.667334000667334
High-Risk,1477,win,1455,0,0,0.667334000667334
High-Risk,1478,loss,174,7,4.022988505747127,3.125
High-Risk,1478,win,50,0,0,3.125
High-Risk,1479,loss,1158,19,1.6407599309153715,1.278600269179004
High-Risk,1479,win,328,0,0,1.278600269179004
High-Risk,1480,loss,56,1,1.7857142857142856,1.25
High-Risk,1480,win,24,0,0,1.25
High-Risk,1481,loss,51,1,1.9607843137254901,1.5873015873015872
High-Risk,1481,win,12,0,0,1.5873015873015872
High-Risk,1482,loss,1631,47,2.8816676885346415,2.2585295530994713
High-Risk,1482,win,450,0,0,2.2585295530994713
High-Risk,1483,loss,83,2,2.4096385542168677,1.680672268907563
High-Risk,1483,win,36,0,0,1.680672268907563
High-Risk,1484,loss,4347,69,1.5873015873015872,1.246162181686834
High-Risk,1484,win,1190,0,0,1.246162181686834
High-Risk,1485,loss,98,6,6.122448979591836,4.878048780487805
High-Risk,1485,win,25,0,0,4.878048780487805
High-Risk,1486,loss,1040,14,1.3461538461538463,1.0526315789473684
High-Risk,1486,win,290,0,0,1.0526315789473684
High-Risk,1487,loss,25,1,4,3.571428571428571
High-Risk,1487,win,3,0,0,3.571428571428571
High-Risk,1488,loss,22,2,9.090909090909092,6.896551724137931
High-Risk,1488,win,7,0,0,6.896551724137931
High-Risk,1489,loss,132,1,0.7575757575757576,0.5714285714285714
High-Risk,1489,win,43,0,0,0.5714285714285714
High-Risk,1490,loss,743,5,0.6729475100942126,0.6479481641468683
High-Risk,1490,win,183,1,0.546448087431694,0.6479481641468683
High-Risk,1491,loss,829,2,0.24125452352231602,0.3021148036253776
High-Risk,1491,win,164,1,0.6097560975609756,0.3021148036253776
High-Risk,1492,loss,1909,26,1.3619696176008382,1.0216110019646365
High-Risk,1492,win,636,0,0,1.0216110019646365
High-Risk,1493,loss,13,1,7.6923076923076925,7.142857142857142
High-Risk,1493,win,1,0,0,7.142857142857142
High-Risk,1494,loss,436,77,17.660550458715598,15.678776290630974
High-Risk,1494,win,87,5,5.747126436781609,15.678776290630974
High-Risk,1495,loss,3002,52,1.73217854763491,1.3877978528410577
High-Risk,1495,win,817,1,0.12239902080783352,1.3877978528410577
High-Risk,1496,loss,185,7,3.783783783783784,3.571428571428571
High-Risk,1496,win,39,1,2.564102564102564,3.571428571428571
High-Risk,1497,loss,651,24,3.686635944700461,2.9171528588098017
High-Risk,1497,win,206,1,0.48543689320388345,2.9171528588098017
High-Risk,1498,loss,472,8,1.694915254237288,1.288244766505636
High-Risk,1498,win,149,0,0,1.288244766505636
High-Risk,1499,loss,9,1,11.11111111111111,10
High-Risk,1499,win,1,0,0,10
High-Risk,1500,loss,36444,321,0.8808034244320053,0.6954132318748678
High-Risk,1500,win,10866,8,0.07362414872078042,0.6954132318748678
High-Risk,1501,loss,118,3,2.5423728813559325,2.027027027027027
High-Risk,1501,win,30,0,0,2.027027027027027
High-Risk,1502,loss,13702,120,0.8757845569989783,0.6864344792663029
High-Risk,1502,win,4071,2,0.049127978383689506,0.6864344792663029
High-Risk,1503,loss,3593,121,3.367659337600891,2.913907284768212
High-Risk,1503,win,937,11,1.1739594450373532,2.913907284768212
High-Risk,1504,loss,5842,143,2.447791852105443,1.8805168223103492
High-Risk,1504,win,1975,4,0.20253164556962028,1.8805168223103492
High-Risk,1505,loss,1979,28,1.414855987872663,1.201923076923077
High-Risk,1505,win,517,2,0.3868471953578337,1.201923076923077
High-Risk,1506,loss,1023,9,0.8797653958944283,0.6651884700665188
High-Risk,1506,win,330,0,0,0.6651884700665188
High-Risk,1507,loss,558,15,2.6881720430107525,2.0325203252032518
High-Risk,1507,win,180,0,0,2.0325203252032518
High-Risk,1508,loss,193,4,2.072538860103627,1.574803149606299
High-Risk,1508,win,61,0,0,1.574803149606299
High-Risk,1509,loss,4019,78,1.9407812888778304,1.5432098765432098
High-Risk,1509,win,1165,2,0.17167381974248927,1.5432098765432098
High-Risk,1510,loss,12,1,8.333333333333332,6.666666666666667
High-Risk,1510,win,3,0,0,6.666666666666667
High-Risk,1511,loss,8504,129,1.5169332079021638,1.2183779761904763
High-Risk,1511,win,2248,2,0.0889679715302491,1.2183779761904763
High-Risk,1512,loss,262,10,3.816793893129771,2.967359050445104
High-Risk,1512,win,75,0,0,2.967359050445104
High-Risk,1513,loss,48223,569,1.1799348858428549,0.978202749032806
High-Risk,1513,win,15363,53,0.34498470350842936,0.978202749032806
High-Risk,1514,loss,66,1,1.5151515151515151,1.2658227848101267
High-Risk,1514,win,13,0,0,1.2658227848101267
High-Risk,1515,loss,50,1,2,1.7241379310344827
High-Risk,1515,win,8,0,0,1.7241379310344827
High-Risk,1516,loss,406,4,0.9852216748768473,0.7827788649706457
High-Risk,1516,win,105,0,0,0.7827788649706457
High-Risk,1517,loss,3130,59,1.8849840255591055,1.6962843295638126
High-Risk,1517,win,584,4,0.684931506849315,1.6962843295638126
High-Risk,1518,loss,1180,10,0.847457627118644,0.630119722747322
High-Risk,1518,win,407,0,0,0.630119722747322
High-Risk,1519,loss,25656,485,1.890396008730901,1.429242237483125
High-Risk,1519,win,8418,2,0.023758612497030172,1.429242237483125
High-Risk,1520,loss,151,7,4.635761589403973,3.825136612021858
High-Risk,1520,win,32,0,0,3.825136612021858
High-Risk,1521,loss,689,7,1.0159651669085632,0.7760532150776054
High-Risk,1521,win,213,0,0,0.7760532150776054
High-Risk,1522,loss,442,5,1.1312217194570136,0.8680555555555556
High-Risk,1522,win,134,0,0,0.8680555555555556
High-Risk,1523,loss,51,4,7.8431372549019605,5.797101449275362
High-Risk,1523,win,18,0,0,5.797101449275362
High-Risk,1524,loss,4115,126,3.0619684082624543,2.33412975555964
High-Risk,1524,win,1326,1,0.07541478129713425,2.33412975555964
High-Risk,1525,loss,21431,525,2.449722364798656,1.8504837291116973
High-Risk,1525,win,6994,1,0.014297969688304261,1.8504837291116973
High-Risk,1526,loss,43,1,2.3255813953488373,2
High-Risk,1526,win,7,0,0,2
High-Risk,1527,loss,738,15,2.0325203252032518,1.6293279022403258
High-Risk,1527,win,244,1,0.4098360655737705,1.6293279022403258
High-Risk,1528,loss,7588,91,1.1992619926199262,0.9578926362003591
High-Risk,1528,win,2434,5,0.2054231717337716,0.9578926362003591
High-Risk,1529,loss,425,2,0.4705882352941176,0.3558718861209964
High-Risk,1529,win,137,0,0,0.3558718861209964
High-Risk,1530,loss,5045,83,1.6451932606541129,1.3059701492537312
High-Risk,1530,win,1387,1,0.07209805335255948,1.3059701492537312
High-Risk,1531,loss,8450,113,1.3372781065088757,1.1165906764678515
High-Risk,1531,win,2297,7,0.30474531998258597,1.1165906764678515
High-Risk,1532,loss,1055,8,0.7582938388625593,0.5776173285198556
High-Risk,1532,win,330,0,0,0.5776173285198556
High-Risk,1533,loss,2603,39,1.498271225509028,1.1376896149358227
High-Risk,1533,win,825,0,0,1.1376896149358227
High-Risk,1534,loss,499,17,3.406813627254509,2.639751552795031
High-Risk,1534,win,145,0,0,2.639751552795031
High-Risk,1535,loss,161,1,0.6211180124223602,0.5
High-Risk,1535,win,39,0,0,0.5
High-Risk,1536,loss,93,2,2.1505376344086025,1.8018018018018018
High-Risk,1536,win,18,0,0,1.8018018018018018
High-Risk,1537,loss,179,3,1.675977653631285,1.3824884792626728
High-Risk,1537,win,38,0,0,1.3824884792626728
High-Risk,1538,loss,10764,242,2.2482348569305093,1.7157204631050356
High-Risk,1538,win,3574,4,0.11191941801902631,1.7157204631050356
High-Risk,1539,loss,21,1,4.761904761904762,4.166666666666666
High-Risk,1539,win,3,0,0,4.166666666666666
High-Risk,1540,loss,2523,78,3.0915576694411415,2.326274977631971
High-Risk,1540,win,830,0,0,2.326274977631971
High-Risk,1541,loss,10749,419,3.898037026700158,3.121362048894063
High-Risk,1541,win,2995,10,0.333889816360601,3.121362048894063
High-Risk,1542,loss,10315,309,2.9956374212312165,2.4657534246575343
High-Risk,1542,win,3190,24,0.7523510971786834,2.4657534246575343
High-Risk,1543,loss,168,51,30.357142857142854,24.401913875598087
High-Risk,1543,win,41,0,0,24.401913875598087
High-Risk,1544,loss,6,1,16.666666666666664,14.285714285714285
High-Risk,1544,win,1,0,0,14.285714285714285
High-Risk,1545,loss,177,1,0.5649717514124294,0.4273504273504274
High-Risk,1545,win,57,0,0,0.4273504273504274
High-Risk,1546,loss,236,4,1.694915254237288,1.6666666666666667
High-Risk,1546,win,64,1,1.5625,1.6666666666666667
High-Risk,1547,loss,2348,77,3.2793867120954,2.493686868686869
High-Risk,1547,win,820,2,0.24390243902439024,2.493686868686869
High-Risk,1548,loss,432,8,1.8518518518518516,1.7793594306049825
High-Risk,1548,win,130,2,1.5384615384615385,1.7793594306049825
High-Risk,1549,loss,117,1,0.8547008547008548,0.6535947712418301
High-Risk,1549,win,36,0,0,0.6535947712418301
High-Risk,1550,loss,44,1,2.272727272727273,2.0408163265306123
High-Risk,1550,win,5,0,0,2.0408163265306123
High-Risk,1551,loss,3236,78,2.4103831891223733,1.9100580270793037
High-Risk,1551,win,900,1,0.1111111111111111,1.9100580270793037
