group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
High-Risk,HR_772,28,Female,18208.71427568042,0,1,0,0,4,120,30,26.5,1,0.25,0.4354166666666667,0.25,25,3,0.25,0.7666666666666667,0.5,1,0.25,0.4388888888888889,0.25,16.5
High-Risk,HR_773,40,Male,19165.340697521096,0,1,0,0,34,2212,65.05882352941177,49,1,0.25,0.40562839059674505,0.25,24.45750452079566,49.5,0.25,0.9861367837338263,0.5,1,0.25,0.4073907839616996,0.25,147.25
High-Risk,HR_774,46,Female,19926.13182834349,0,1,1,0,100,18366,183.66,121.5,5,0.25,0.9155640858107372,1,24.46368289230099,198,0.25,2.9420209214333406,1,5,0.25,0.9211778274345852,1,-439
High-Risk,HR_775,60,Female,16808.374597083653,0,1,0,0,3,963,321,130,2,1,1.8582554517133956,2,23.883696780893043,198,1,8.058695652173913,3,2,1,1.8656207366984994,2,-486
High-Risk,HR_776,31,Male,20379.15991173785,0,1,1,0,24,736,30.666666666666668,21.5,15,0.25,5.6052989130434785,5,22.01086956521739,495,2.5,16.25,10,15,0.25,5.649825783972125,5,610.5
High-Risk,HR_777,30,Female,14489.764147354721,0,1,0,0,5,424,84.8,84,10,1,4.511792452830188,5,20.99056603773585,195,1,12.03370786516854,5,10,1,4.570149253731343,5,460
High-Risk,HR_778,34,Female,17009.136120548636,0,1,0,0,34,1387,40.794117647058826,26,1.5,0.25,0.9003244412400865,1,22.566690699351117,148.5,0.25,2.885782747603834,1,1.5,0.25,0.9085195530726257,1,72.5
High-Risk,HR_779,26,Male,13444.220983470092,0,1,0,0,2,56,28,28,1,0.25,0.8571428571428571,1,19.642857142857142,3,1,2,2,1,0.25,0.8222222222222222,1,15
High-Risk,HR_78,27,Male,23895.67881524291,0,1,1,0,1051,29256,27.836346336822075,19,20,0.5,3.8203103636860813,2.5,25.170905113480995,990,1,11.000678978815861,5,20,1,3.818769413484378,2.5,2591.5
High-Risk,HR_780,35,Male,13444.220983470092,0,0,1,0,7,17,2.4285714285714284,2,0.5,0.25,0.2647058823529412,0.25,17.647058823529413,0.5,0.25,0.3333333333333333,0.25,0.5,0.25,0.26785714285714285,0.25,2.75
High-Risk,HR_781,56,Male,NA,0,1,0,0,54,4764,88.22222222222223,43.5,20,0.5,14.824202350965574,15,25.524769101595297,1980,0.5,49.265625,20,20,0.5,14.831454340473506,15,-7285
High-Risk,HR_782,46,Female,22783.461322950232,0,1,1,0,10,298,29.8,28.5,2.5,0.25,0.6233221476510067,0.5,16.778523489932887,5,0.25,1.01,1,2.5,0.25,0.6330645161290323,0.5,106.5
High-Risk,HR_783,25,Male,14129.449123690572,0,1,1,0,18,744,41.333333333333336,38,5,0.25,0.9348118279569892,0.5,16.666666666666664,95,0.25,2.901209677419355,1,5,0.25,0.9266129032258065,0.5,214.75
High-Risk,HR_784,25,Female,21534.632925302543,0,1,0,0,1,19,19,19,1,1,1,1,31.57894736842105,7,1,2.8333333333333335,2.5,1,1,1,1,-4
High-Risk,HR_785,30,Male,13444.220983470092,0,1,0,0,44,5439,123.61363636363636,107,10,0.25,0.8002390145247288,0.5,22.393822393822393,247.5,0.25,2.619047619047619,1,10,0.25,0.7990405117270789,0.5,182.75
High-Risk,HR_786,48,Male,21538.730827699863,0,1,0,0,1564,66967,42.81777493606138,29,20,0.25,6.381587199665507,5,25.965027550883267,1980,0.25,17.88243328732459,10,20,0.25,6.399861836664717,5,6359
High-Risk,HR_787,36,Female,14649.141709140966,0,1,1,0,24,1542,64.25,51.5,2.5,0.25,0.6175421530479897,0.5,21.660181582360572,29.5,0.25,1.3585329341317365,1,2.5,0.25,0.617135761589404,0.5,291.75
High-Risk,HR_788,57,Female,14872.74077677282,0,1,0,0,168,17492,104.11904761904762,52.5,1,0.25,0.4018837182712097,0.25,23.51360621998628,59,0.25,1.2213104789691223,0.5,1,0.25,0.40174900964197624,0.25,351.75
High-Risk,HR_789,53,Female,15819.038485362007,0,1,0,0,5,341,68.2,37,5,0.25,2.2719941348973607,2.5,26.392961876832842,30,0.25,4.333333333333333,2.5,5,0.25,2.243027888446215,2.5,173
High-Risk,HR_79,40,Male,19538.734983744245,0,1,0,0,2,117,58.5,58.5,1.5,0.5,1.017094017094017,1,19.65811965811966,39,1,3.347826086956522,2,1.5,0.5,1.0212765957446808,1,19
High-Risk,HR_790,55,Male,15590.872608280435,0,1,1,0,256,34525,134.86328125,77.5,20,0.25,4.344858797972484,2.5,23.278783490224477,1980,0.25,15.000217742938908,4,20,0.25,4.356793642404107,2.5,-5154
High-Risk,HR_791,36,Male,NA,0,1,0,0,2,228,114,114,1,0.25,0.8771929824561403,1,23.684210526315788,39,0.25,2.2731481481481484,1,1,0.25,0.8692528735632183,1,28.5
High-Risk,HR_792,31,Male,15676.546362416108,0,1,0,0,1,189,189,189,2.5,2.5,2.5,2.5,21.164021164021165,17.5,2.5,5.0625,5,2.5,2.5,2.5,2.5,170
High-Risk,HR_793,38,Female,NA,0,1,0,0,99,12636,127.63636363636364,103,2.5,0.25,0.5683760683760684,0.5,24.517252295030072,247.5,0.25,2.5161394448030987,0.75,2.5,0.25,0.5613860348081359,0.5,-2440.5
High-Risk,HR_794,51,Female,17009.136120548636,0,0,1,0,5,300,60,49,10,0.25,2.4591666666666665,2.5,21.666666666666668,147.5,0.25,6.6923076923076925,2.5,10,0.25,2.502127659574468,2.5,153
High-Risk,HR_795,45,Male,14649.141709140966,0,0,0,1,43,3237,75.27906976744185,47,10,0.25,2.1009422304603027,2,23.540315106580167,295,0.25,10.028215223097114,3,10,0.25,2.111010101010101,2,-2416.75
High-Risk,HR_796,39,Female,13444.220983470092,0,1,0,0,2,88,44,44,0.25,0.25,0.25,0.25,21.59090909090909,0.75,0.25,0.4342105263157895,0.5,0.25,0.25,0.25,0.25,9
High-Risk,HR_797,46,Female,17660.812268896138,0,1,0,0,1,35,35,35,0.5,0.5,0.5,0.5,28.57142857142857,1,0.5,0.75,0.75,0.5,0.5,0.5,0.5,5
High-Risk,HR_798,31,Female,16172.774931764206,0,1,0,0,32,1339,41.84375,31,2,0.25,0.5052277819268111,0.25,21.882001493651977,49.5,0.25,1.598122866894198,0.5,2,0.25,0.4902007648183556,0.25,44.5
High-Risk,HR_799,40,Female,15250.754301124418,0,0,0,1,20,1416,70.8,58,10,0.25,2.0395480225988702,1,22.74011299435028,198,0.25,5.979037267080745,2,10,0.25,2.0658135283363803,1,334.75
High-Risk,HR_8,59,Male,20796.453128650093,0,0,0,1,1,24,24,24,0.25,0.25,0.25,0.25,8.333333333333332,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5
High-Risk,HR_80,30,Female,NA,0,1,1,0,7,361,51.57142857142857,43,1,0.25,0.40304709141274236,0.5,24.653739612188367,24.75,0.25,0.9297752808988764,0.5,1,0.25,0.40625,0.5,27.75
High-Risk,HR_800,62,Male,19651.379197068665,0,1,0,0,12,3589,299.0833333333333,200,0.5,0.25,0.2530649205906938,0.25,25.85678461967122,24.75,0.25,0.6441271551724138,0.25,0.5,0.25,0.2531942878617061,0.25,76
High-Risk,HR_801,45,Male,NA,0,1,1,0,6,118,19.666666666666668,18,1,0.25,0.6207627118644068,0.5,17.796610169491526,2,0.25,0.8452380952380952,0.75,1,0.25,0.6237113402061856,0.5,42.75
High-Risk,HR_802,52,Female,18831.34177740123,0,1,0,0,4,260,65,36.5,1,0.25,0.7259615384615384,1,18.076923076923077,7,0.25,1.3882978723404256,1,1,0.25,0.715962441314554,1,87.25
High-Risk,HR_803,31,Female,17540.376781771618,0,1,1,0,42,3534,84.14285714285714,68,5,0.25,0.9578381437464629,0.5,21.222410865874362,295,0.25,2.842,1,5,0.25,0.9597701149425287,0.5,540.5
High-Risk,HR_804,57,Female,NA,0,1,0,0,8,859,107.375,80.5,2,0.25,1.069266589057043,1,25.145518044237487,99,0.5,3.0694444444444446,2,2,0.25,1.062208398133748,1,20
High-Risk,HR_805,35,Male,21538.730827699863,0,1,0,0,10,336,33.6,15,10,0.25,5.764136904761905,5,24.404761904761905,197.5,0.25,14.503048780487806,10,10,0.25,5.734251968503937,5,267.25
High-Risk,HR_806,42,Male,18364.803256997457,0,1,0,0,67,9951,148.52238805970148,73,20,0.25,1.4573158476535022,1.5,21.18380062305296,295,0.25,4.647177419354839,2,20,0.25,1.463853117429555,1.5,1684.75
High-Risk,HR_807,33,Male,15199.427560421153,0,1,0,1,33,757,22.939393939393938,16,2,0.25,0.6363936591809776,0.25,19.550858652575958,19.75,0.25,1.589527027027027,0.75,2,0.25,0.6276683087027914,0.25,147
High-Risk,HR_808,56,Male,18430.854112259425,0,1,0,0,12,474,39.5,13.5,1,0.25,0.350210970464135,0.25,18.354430379746837,29.5,0.25,1.5402298850574712,0.5,1,0.25,0.3475452196382429,0.25,0.5
High-Risk,HR_809,33,Male,14973.507277638359,0,1,1,0,98,6462,65.93877551020408,36,5,0.25,0.9806561436087898,1,23.22810275456515,198,0.25,2.7996335776149235,1,5,0.25,0.9868474097964121,1,693.5
High-Risk,HR_81,46,Female,14649.141709140966,0,1,0,0,108,12449,115.26851851851852,70,2.5,0.5,1.1147481725439794,1,19.945377138726002,148.5,0.5,3.720499395892066,1.5,2.5,0.5,1.1163957455348184,1,1888
High-Risk,HR_810,61,Female,21300.275011331014,0,1,0,0,5,721,144.2,138,2,0.25,1.1324549237170596,1,21.914008321775313,59,0.25,2.7151898734177213,2,2,0.25,1.1354351687388988,1,210.25
High-Risk,HR_811,47,Male,19310.04484363732,0,1,1,0,152,5041,33.16447368421053,23.5,20,0.25,6.624776829994048,5,20.63082721682206,590,0.5,17.478365384615383,10,20,0.25,6.663834041489627,5,8484.5
High-Risk,HR_812,40,Male,13860.260596653688,0,1,0,0,4,276,69,54,1,0.25,0.6612318840579711,0.5,19.92753623188406,19,0.25,1.8545454545454545,1,1,0.25,0.6640271493212669,0.5,44.75
High-Risk,HR_813,35,Female,19100.592365280558,0,1,0,0,2,127,63.5,63.5,2.5,2.5,2.5,2.5,15.748031496062993,47.5,2.5,6.375,2.5,2.5,2.5,2.5,2.5,140
High-Risk,HR_814,25,Male,20438.194606835412,0,1,0,0,35,4695,134.14285714285714,131,20,0.25,6.189456869009585,5,24.451544195953144,1980,0.25,18.370426829268293,5,20,0.25,6.12538765153651,5,637.5
High-Risk,HR_815,28,Female,18333.394893795525,0,1,0,0,26,1317,50.65384615384615,27,2,0.5,0.7706909643128322,0.5,22.779043280182233,39.5,0.5,2.1233333333333335,1,2,0.5,0.7748279252704031,0.5,151
High-Risk,HR_816,68,Female,14129.449123690572,0,1,0,0,100,6952,69.52,52,10,0.25,1.6973892405063291,1,23.61910241657077,495,0.25,5.45295371498173,2,10,0.25,1.6981638418079097,1,63.5
High-Risk,HR_817,25,Male,15250.754301124418,0,1,0,0,3,24,8,7,1,0.5,0.9583333333333334,1,16.666666666666664,2,1,1.375,1.25,1,0.5,0.975,1,14
High-Risk,HR_818,33,Male,12800.837904471851,0,1,1,0,71,5911,83.25352112676056,45,20,0.25,6.3026983589917105,5,24.2429368973101,1980,0.25,21.931612002791347,5,20,0.25,6.333016971862438,5,-3068.75
High-Risk,HR_819,26,Male,20144.816756130935,0,1,0,0,2,184,92,92,0.5,0.25,0.30570652173913043,0.25,17.934782608695652,4.75,0.25,0.5757575757575758,0.5,0.5,0.25,0.304635761589404,0.25,27
High-Risk,HR_82,34,Female,14244.754097974565,0,1,0,0,103,7864,76.3495145631068,56,2,0.25,0.551881993896236,0.5,21.64292980671414,99,0.5,1.9603407755581668,1,2,0.25,0.551768906199286,0.5,63.5
High-Risk,HR_820,57,Female,15518.78868880673,0,0,0,1,4,283,70.75,38.5,1,0.25,0.9275618374558304,1,24.381625441696116,39.5,0.5,2.1231884057971016,1,1,0.25,0.9299065420560748,1,52.5
High-Risk,HR_821,51,Female,17400.353619006208,0,0,1,0,36,5135,142.63888888888889,106,5,0.25,2.2521421616358324,2,25.33592989289192,495,0.25,5.934473481936972,2.5,5,0.25,2.251304121022431,2,910.75
High-Risk,HR_822,32,Male,19163.823911529085,0,1,0,0,28,2190,78.21428571428571,66,10,0.25,2.4108447488584477,1,21.91780821917808,195,0.25,5.063541666666667,2,10,0.25,2.4584795321637425,1,1773.5
High-Risk,HR_823,51,Female,14058.268518749028,0,0,1,0,20,1518,75.9,52,5,0.25,1.2509881422924902,1,21.47562582345191,118.5,0.25,3.0506134969325154,1,5,0.25,1.2432885906040267,1,487.5
High-Risk,HR_824,31,Male,11755.020442296971,0,1,0,0,5,818,163.6,93,2.5,0.25,1.1451711491442542,1,21.149144254278728,198,0.25,5.3526011560693645,1.25,2.5,0.25,1.1565891472868217,1,-180
High-Risk,HR_825,54,Male,18789.373813575272,0,1,0,0,143,9756,68.22377622377623,38,2.5,0.25,1.0260352603526035,1,22.365723657236572,99,1,3.259853345554537,2,2.5,0.25,1.0265381568523897,1,662
High-Risk,HR_826,44,Female,14649.141709140966,0,1,0,0,47,1176,25.02127659574468,15,1.5,0.25,0.4013605442176871,0.5,24.064625850340136,29.5,0.25,0.9249116607773852,0.5,1.5,0.25,0.3986562150055991,0.25,94.25
High-Risk,HR_827,40,Male,13897.327129442398,0,1,0,0,1,23,23,23,0.5,0.5,0.5,0.5,17.391304347826086,1,0.5,0.625,0.5,0.5,0.5,0.5,0.5,7
High-Risk,HR_828,53,Female,22368.715773366417,0,0,0,1,17,205,12.058823529411764,8,1.5,1,1.0097560975609756,1,13.658536585365855,5,1,1.5714285714285714,1,1.5,1,1.0112994350282485,1,135
High-Risk,HR_829,38,Female,16762.713666463158,0,0,1,0,136,12486,91.80882352941177,74,2.5,0.25,0.3190573442255326,0.25,20.374819798173956,99,0.25,0.9888954402515723,0.5,2.5,0.25,0.32015691007845504,0.25,667.25
High-Risk,HR_83,27,Female,19945.74349588649,0,1,0,1,33,3750,113.63636363636364,81,2,0.25,0.7268666666666667,0.5,19.093333333333334,99,0.25,2.600558659217877,1,2,0.25,0.7310481212920237,0.5,356
High-Risk,HR_830,34,Male,14244.754097974565,0,1,0,0,6,1532,255.33333333333334,149,1.5,0.5,1.154373368146214,1,23.563968668407313,148.5,0.5,3.2493074792243766,1.5,1.5,0.5,1.1524338172502135,1,176.5
High-Risk,HR_831,39,Male,19315.64084738435,0,1,0,0,2,151,75.5,75.5,20,10,14.735099337748345,15,21.85430463576159,60,10,21.060606060606062,20,20,10,14.788135593220339,15,1050
High-Risk,HR_832,47,Female,NA,0,0,1,0,3,175,58.333333333333336,67,5,2,3.354285714285714,2.5,14.857142857142858,10,2.5,5.480769230769231,5,5,2,3.335570469798658,2.5,354.5
High-Risk,HR_833,37,Female,14649.141709140966,0,1,0,0,18,1676,93.11111111111111,85.5,10,0.5,2.4155727923627683,2.5,23.627684964200476,197.5,0.5,6.559343434343434,2.5,10,0.5,2.438671875,2.5,524
High-Risk,HR_834,46,Female,14649.141709140966,0,1,0,0,37,1852,50.054054054054056,31,2.5,0.25,0.874865010799136,1,22.03023758099352,148.5,0.25,2.577205882352941,1,2.5,0.25,0.8704986149584487,1,205.5
High-Risk,HR_835,37,Female,20583.867593712213,0,1,0,1,2,123,61.5,61.5,0.25,0.25,0.25,0.25,17.88617886178862,4.75,0.25,0.8295454545454546,0.5,0.25,0.25,0.25,0.25,7
High-Risk,HR_836,30,Female,14872.74077677282,0,1,0,0,1,14,14,14,2,2,2,2,14.285714285714285,2,2,2,2,2,2,2,2,20
High-Risk,HR_837,34,Female,16081.0476064887,0,1,0,0,1,29,29,29,2,2,2,2,17.24137931034483,8,2,3.6,2,2,2,2,2,30
High-Risk,HR_838,27,Female,20153.1027128626,0,1,0,0,7,276,39.42857142857143,30,2,1,1.2681159420289856,1,21.73913043478261,19,1,2.2333333333333334,2,2,1,1.2731481481481481,1,141
High-Risk,HR_839,36,Female,14244.754097974565,0,0,1,0,1,47,47,47,0.25,0.25,0.25,0.25,21.27659574468085,1.75,0.25,0.575,0.375,0.25,0.25,0.25,0.25,3.5
High-Risk,HR_84,29,Male,22985.175619063084,0,1,0,0,1,6,6,6,0.5,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5,0.5,0.5,3
High-Risk,HR_840,28,Male,17349.553664456762,0,1,0,0,28,1187,42.392857142857146,23,2.5,0.25,0.8464616680707666,0.5,25.52653748946925,198,0.25,3.116336633663366,1,2.5,0.25,0.8144796380090498,0.5,-224.25
High-Risk,HR_841,41,Male,15819.038485362007,0,1,0,0,19,1329,69.94736842105263,35,5,0.25,3.0778781038374716,2.5,21.595184349134687,295,0.25,8.174216027874564,5,5,0.25,3.0930902111324374,5,877
High-Risk,HR_842,42,Female,NA,0,0,1,0,115,8152,70.88695652173914,50,20,0.25,2.301766437684004,1.5,26.20215897939156,495,0.25,6.51439606741573,2.5,20,0.25,2.2942985372340425,1.5,-112.25
High-Risk,HR_843,31,Female,NA,0,1,0,0,25,2855,114.2,67,5,0.25,0.9885288966725044,0.5,25.00875656742557,158,0.25,2.8221288515406164,1,5,0.25,0.9886735170481084,0.5,101.75
High-Risk,HR_844,28,Female,14830.155999408198,0,1,0,0,4,378,94.5,29,1,0.25,0.49933862433862436,0.5,26.71957671957672,49.5,0.25,2.235148514851485,0.75,1,0.25,0.5081227436823105,0.5,-85
High-Risk,HR_845,49,Male,19876.481442441054,0,1,1,0,87,10683,122.79310344827586,77,5,0.25,1.8481231863708696,1.5,22.484320883646916,495,0.25,6.565570358034971,2.5,5,0.25,1.8390894819466248,1.5,-541
High-Risk,HR_846,30,Male,17313.317537452913,0,1,0,0,122,10295,84.38524590163935,56.5,2.5,0.25,1.0874696454589607,1,23.030597377367652,148.5,0.25,2.6946436102910165,1.5,2.5,0.25,1.0881814740030287,1,2233.75
High-Risk,HR_847,60,Female,15590.872608280435,0,1,0,0,101,13198,130.67326732673268,66,1.5,0.25,0.33927489013486894,0.25,22.85194726473708,59,0.25,0.8966346153846154,0.5,1.5,0.25,0.3409693576900413,0.25,767.5
High-Risk,HR_848,44,Female,16394.77765776613,0,1,0,0,1,45,45,45,2,1,1.4444444444444444,1,22.22222222222222,7,1,2.9,2,2,1,1.4,1,20
High-Risk,HR_849,37,Male,NA,0,1,0,0,25,3021,120.84,74,2.5,0.25,0.8071830519695465,0.5,23.435948361469713,118,0.25,2.4124293785310735,1,2.5,0.25,0.804798962386511,0.5,153.5
High-Risk,HR_85,51,Female,20805.3214870089,0,1,0,0,3,85,28.333333333333332,30,1.5,1,1.076470588235294,1,18.823529411764707,3,1,1.78125,1.75,1.5,1,1.065217391304348,1,45
High-Risk,HR_850,30,Female,15260.439102080654,0,1,1,0,3,269,89.66666666666667,94,1.5,0.25,0.5855018587360595,0.5,22.676579925650557,9.5,0.25,1.3811475409836065,1,1.5,0.25,0.5733173076923077,0.25,35
High-Risk,HR_851,49,Female,20106.906415929203,0,1,1,0,2,44,22,22,5,1,3.147727272727273,2.5,15.909090909090908,25,2,9.785714285714286,2.5,5,1,3.135135135135135,2.5,47.5
High-Risk,HR_852,42,Female,16790.318332855913,0,1,0,0,1,131,131,131,0.25,0.25,0.25,0.25,13.740458015267176,1,0.25,0.4583333333333333,0.375,0.25,0.25,0.25,0.25,20
High-Risk,HR_853,44,Female,18715.1453917335,0,0,1,1,54,3906,72.33333333333333,38,5,0.25,1.7171018945212493,1,24.47516641065028,247.5,0.5,5.111924686192468,2,5,0.25,1.6871186440677965,1,90
High-Risk,HR_854,28,Female,17629.928396856583,0,1,0,0,5,437,87.4,30,1,0.25,0.6172768878718535,0.5,17.620137299771166,49.5,0.25,2.2662337662337664,1,1,0.25,0.6125,0.5,46
High-Risk,HR_855,36,Female,15518.78868880673,0,0,1,1,45,5776,128.35555555555555,65,1,0.25,0.9989179362880887,1,23.632271468144044,99,0.5,3.935164835164835,2,1,0.25,0.9987531172069826,1,-966
High-Risk,HR_856,42,Female,14649.141709140966,0,0,1,0,4,169,42.25,20.5,0.5,0.25,0.3224852071005917,0.25,22.485207100591715,4.75,0.25,0.5921052631578947,0.5,0.5,0.25,0.32633587786259544,0.25,20.25
High-Risk,HR_857,32,Male,16105.751631389929,0,1,0,0,24,3355,139.79166666666666,130,1.5,0.25,0.47011922503725784,0.5,23.01043219076006,99,0.25,1.5110103626943006,0.5,1.5,0.25,0.4722222222222222,0.5,53.25
High-Risk,HR_858,38,Male,15260.439102080654,0,0,1,0,2,122,61,61,1,0.5,0.6598360655737705,0.5,22.950819672131146,49.5,0.5,2.8035714285714284,1,1,0.5,0.675531914893617,0.5,-15
High-Risk,HR_859,43,Female,18879.746874644847,0,1,0,0,1,130,130,130,2,0.5,1.2615384615384615,1,26.923076923076923,19,0.5,2.2714285714285714,1.5,2,0.5,1.2578947368421052,1,40
High-Risk,HR_86,41,Male,16829.179718655,0,1,0,0,192,10772,56.104166666666664,40,20,0.25,2.018334571110286,1.5,23.63535090976606,1980,0.25,6.770718774548311,2.5,20,0.25,2.0211220520301483,1.5,-612.5
High-Risk,HR_860,39,Male,17313.317537452913,0,1,0,0,23,3723,161.8695652173913,72,15,0.25,2.9549422508729517,2.5,25.32903572387859,205,0.25,7.009278897136798,5,15,0.25,2.973651079136691,2.5,1657
High-Risk,HR_861,50,Male,NA,0,1,0,0,148,5072,34.270270270270274,27,1.5,0.25,0.6520110410094637,0.5,21.155362776025235,79,0.25,1.7215750232991611,1,1.5,0.25,0.6490997749437359,0.5,748.5
High-Risk,HR_862,49,Male,14811.681844131132,0,1,0,0,1,24,24,24,0.5,0.5,0.5,0.5,37.5,49.5,0.5,27.77777777777778,49.5,0.5,0.5,0.5,0.5,-242.5
High-Risk,HR_863,42,Male,17540.376781771618,0,1,1,0,21,2182,103.9047619047619,81,5,0.25,3.085013748854262,5,23.510540788267644,495,0.25,9.788011695906432,5,5,0.25,3.0903235470341524,5,136.5
High-Risk,HR_864,26,Male,18604.36804933253,0,1,0,0,96,9491,98.86458333333333,40.5,10,0.25,0.9522178906332315,0.5,24.21241175850806,295,0.25,3.1396866840731072,1,10,0.25,0.9453983039065759,0.5,-414.75
High-Risk,HR_865,39,Female,15892.236135371179,0,1,0,0,17,637,37.470588235294116,25,1,0.25,0.7896389324960753,1,22.605965463108323,99,0.25,2.171875,1,1,0.25,0.783975659229209,1,73.75
High-Risk,HR_866,50,Male,20285.395017930823,0,1,0,0,169,42384,250.79289940828403,138,20,0.25,1.9517919497923744,1,24.419592298980746,1485,0.25,6.350821256038647,2,20,0.25,1.9410782293812823,1,-3550.5
High-Risk,HR_867,37,Male,16347.290742809848,0,1,0,0,1,22,22,22,1,1,1,1,9.090909090909092,2,2,2,2,1,1,1,1,16
High-Risk,HR_868,36,Female,21610.664666014007,0,1,0,0,25,889,35.56,22,2,0.25,0.33014623172103486,0.25,22.722159730033745,24.75,0.25,0.6621287128712872,0.5,2,0.25,0.336608442503639,0.25,97.5
High-Risk,HR_869,47,Male,NA,0,1,0,0,4,247,61.75,51.5,1,0.25,0.25303643724696356,0.25,25.506072874493928,4.75,0.25,0.4642857142857143,0.25,0.25,0.25,0.25,0.25,16.75
High-Risk,HR_87,46,Male,NA,0,1,0,0,8,536,67,39,1,0.25,0.4724813432835821,0.5,22.201492537313435,29.5,0.25,1.0567226890756303,0.5,1,0.25,0.4754196642685851,0.5,72.5
High-Risk,HR_870,63,Female,18364.803256997457,0,1,0,0,20,209,10.45,8.5,10,0.5,0.5454545454545454,0.5,19.138755980861244,1.5,0.5,0.825,1,10,0.5,0.5562130177514792,0.5,61
High-Risk,HR_871,42,Female,NA,0,1,0,0,23,2578,112.08695652173913,81,1,0.25,0.31962761830876646,0.25,23.467804499612104,49.5,0.25,1.1479338842975206,0.5,1,0.25,0.31842372022301063,0.25,-66.25
High-Risk,HR_872,69,Female,14058.268518749028,0,1,0,0,105,8791,83.72380952380952,44,2.5,0.25,0.9078318735069958,1,21.95427141394608,247.5,0.25,2.8764248704663213,1,2.5,0.25,0.910362920857018,1,694.5
High-Risk,HR_873,29,Female,14872.74077677282,0,1,0,0,3,275,91.66666666666667,59,1,1,1,1,21.818181818181817,79,1,4.4,2,1,1,1,1,-49
High-Risk,HR_874,62,Female,12113.173093151574,0,1,1,0,52,2559,49.21153846153846,43.5,20,0.5,4.196561156701836,2.5,23.173114497850722,1180,0.5,11.57841483979764,5,20,0.5,4.2388097660223805,2.5,1467.5
High-Risk,HR_875,25,Female,15518.78868880673,0,1,0,0,264,12960,49.09090909090909,32,20,0.25,2.786091820987654,2,23.418209876543212,495,0.25,8.372075782537067,3,20,0.25,2.7643073047858944,2,2026.5
High-Risk,HR_876,35,Female,15250.754301124418,0,1,0,0,7,338,48.285714285714285,52,5,1,2.0473372781065087,1,22.189349112426036,81,1,4.92,2,5,1,2.098859315589354,1,183
High-Risk,HR_877,47,Female,16956.554763965003,0,0,0,1,2,139,69.5,69.5,15,2.5,7.787769784172662,5,23.021582733812952,295,2.5,27.109375,10,15,2.5,8.107476635514018,5,0
High-Risk,HR_878,27,Male,12113.173093151574,0,1,0,0,3,30,10,8,1,0.25,0.39166666666666666,0.25,6.666666666666667,0.5,0.5,0.5,0.5,1,0.25,0.39285714285714285,0.25,10
High-Risk,HR_879,36,Male,16166.09703144839,0,1,0,0,4,901,225.25,47.5,2,0.25,1.3795782463928967,2,22.308546059933406,118,0.5,5.08955223880597,2,2,0.25,1.39,2,-50
High-Risk,HR_88,43,Male,NA,0,1,0,0,4,504,126,122,2.5,1,1.8244047619047619,2.5,19.444444444444446,22.5,1,3.683673469387755,2.5,2.5,1,1.8497536945812807,2.5,390
High-Risk,HR_880,24,Male,17720.630576923075,0,1,0,0,1,43,43,43,1,1,1,1,20.930232558139537,3,1,1.5555555555555556,1,1,1,1,1,20
High-Risk,HR_881,48,Male,18879.746874644847,0,1,1,0,40,3382,84.55,56,1.5,0.25,0.5037699586043761,0.5,19.485511531638082,99,0.25,2.234825493171472,0.5,1.5,0.25,0.5,0.5,-111.25
High-Risk,HR_882,26,Male,13444.220983470092,0,1,1,0,30,3729,124.3,47.5,10,0.25,2.384687583802628,1.5,23.22338428533119,495,0.25,8.303406466512701,3,10,0.25,2.406828501571778,1.5,-300
High-Risk,HR_883,27,Male,13444.220983470092,0,0,1,0,75,5541,73.88,44,0.5,0.25,0.2873578776394153,0.25,22.992239667929976,49.5,0.25,0.7113422291993721,0.5,0.5,0.25,0.2873798921959222,0.25,320
High-Risk,HR_884,59,Male,22146.240113687745,0,0,1,0,21,672,32,25,10,0.5,2.5223214285714284,2,21.577380952380953,20,0.5,4.275862068965517,2.5,10,0.5,2.5512333965844403,2,724.5
High-Risk,HR_885,35,Male,13444.220983470092,0,1,0,0,80,2471,30.8875,22,1.5,0.25,0.36584378794010525,0.25,20.84176446782679,39.5,0.25,1.0398058252427185,0.5,1.5,0.25,0.36579754601226994,0.25,180
High-Risk,HR_886,47,Male,NA,0,1,0,0,13,973,74.84615384615384,63,1,0.25,0.44681397738951695,0.5,20.966084275436796,14.75,0.25,1.008578431372549,0.5,1,0.25,0.444408322496749,0.5,136
High-Risk,HR_887,43,Male,18374.464389660126,0,1,0,0,3,74,24.666666666666668,19,2.5,0.5,1.364864864864865,1,18.91891891891892,3,0.5,1.7142857142857142,2,2.5,0.5,1.45,1,63
High-Risk,HR_888,38,Female,18473.778074670572,0,1,0,0,7,1443,206.14285714285714,211,2.5,1.5,1.907137907137907,2,24.324324324324326,198,1.5,6.566951566951567,3,2.5,1.5,1.9093406593406594,2,-220
