group,id_player,age,gender,income,risk_0,risk_3,risk_4,risk_5,n_session,n_round_total,n_round_mean,n_round_median,bet_max,bet_min,bet_mean,bet_median,win_prob,win_max,win_min,win_mean,win_median,loss_max,loss_min,loss_mean,loss_median,total_spent
High-Risk,HR_1540,56,Male,13897.327129442398,0,1,1,0,78,3353,42.98717948717949,29.5,5,0.25,1.6556069191768565,1,24.753951685058155,247.5,0.25,4.128313253012048,2,5,0.25,1.6638921918351168,1,771.5
High-Risk,HR_1541,26,Male,23895.67881524291,0,0,0,1,429,13744,32.03729603729604,7,20,0.25,19.971951396973225,20,21.791327124563445,1980,0.25,74.90868113522538,40,20,0.25,19.97476509442739,20,-9642.75
High-Risk,HR_1542,45,Male,17277.026301570328,0,1,0,0,333,13505,40.55555555555556,36,10,1,2.0486486486486486,2,23.62088115512773,198,1,5.7507836990595615,4,10,1,2.0460009694619488,2,2759.5
High-Risk,HR_1543,32,Female,12800.837904471851,0,0,0,1,51,209,4.098039215686274,2,1,0.25,0.25717703349282295,0.25,19.617224880382775,4.75,0.25,0.5,0.25,1,0.25,0.25892857142857145,0.25,23
High-Risk,HR_1544,30,Male,16872.568127392016,0,1,0,0,1,7,7,7,5,5,5,5,14.285714285714285,5,5,5,5,5,5,5,5,25
High-Risk,HR_1545,44,Female,NA,0,1,0,0,1,234,234,234,0.25,0.25,0.25,0.25,24.358974358974358,9.75,0.25,0.6008771929824561,0.25,0.25,0.25,0.25,0.25,10
High-Risk,HR_1546,36,Female,18368.85822932382,0,1,0,0,5,300,60,49,15,1,2.9566666666666666,2,21.333333333333336,147.5,1,11.65625,4,15,1,3.082627118644068,2,-18.5
High-Risk,HR_1547,37,Male,16838.990878962533,0,1,1,0,79,3168,40.10126582278481,31,10,2.5,5.1231060606060606,5,25.88383838383838,495,2.5,13.777439024390244,8.75,10,2.5,5.126703577512777,5,740
High-Risk,HR_1548,47,Female,14872.74077677282,0,1,0,0,10,562,56.2,37,1.5,0.25,0.5805160142348754,0.5,23.131672597864767,19.75,0.25,1.3461538461538463,0.75,1.5,0.25,0.5810185185185185,0.5,76
High-Risk,HR_1549,41,Male,16166.09703144839,0,1,0,0,1,153,153,153,0.5,0.5,0.5,0.5,23.52941176470588,9.5,0.5,1.0694444444444444,0.75,0.5,0.5,0.5,0.5,20
High-Risk,HR_155,46,Female,20249.735159201296,0,0,0,1,1,7,7,7,0.5,0.5,0.5,0.5,42.857142857142854,1,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0
High-Risk,HR_1550,53,Female,14649.141709140966,0,0,1,0,1,49,49,49,1.5,1,1.336734693877551,1.5,10.204081632653061,3,1,1.9,1.5,1.5,1,1.3522727272727273,1.5,50
High-Risk,HR_1551,43,Female,14058.268518749028,0,1,0,0,79,4136,52.35443037974684,37,2.5,0.25,0.4813225338491296,0.25,21.760154738878143,99,0.25,1.3897222222222223,0.5,2.5,0.25,0.4832354758961681,0.25,313
High-Risk,HR_1552,24,Female,20706.268205846383,0,1,0,0,11,651,59.18181818181818,61,5,1,2.0560675883256527,2,25.49923195084485,38,1,3.75,2.5,5,1,2.065979381443299,2,379.5
High-Risk,HR_1553,36,Male,NA,0,1,0,0,796,138455,173.93844221105527,87.5,10,0.25,0.3832869885522372,0.25,24.200642808132606,198,0.25,1.2178201569821232,0.5,10,0.25,0.38249895186187444,0.25,-663
High-Risk,HR_1554,33,Female,13206.467016665061,0,1,1,0,19,925,48.68421052631579,32,10,0.25,1.3310810810810811,1,25.08108108108108,147.5,0.25,3.0991379310344827,1.5,10,0.25,1.3434343434343434,1,212
High-Risk,HR_1555,57,Male,13444.220983470092,0,1,0,0,4,85,21.25,22.5,0.5,0.25,0.37941176470588234,0.5,23.52941176470588,1.5,0.25,0.7375,0.5,0.5,0.25,0.36538461538461536,0.25,9
High-Risk,HR_1556,41,Female,16703.215292891873,0,1,0,0,1,19,19,19,0.5,0.5,0.5,0.5,15.789473684210526,1.5,0.5,1,1,0.5,0.5,0.5,0.5,5
High-Risk,HR_1557,41,Male,18203.723014719246,0,0,1,0,103,6514,63.24271844660194,40,20,2.5,14.80541909732883,15,22.474669941664107,1980,5,45.63695355191257,20,20,2.5,14.83960396039604,15,8127.5
High-Risk,HR_1558,35,Male,NA,0,0,1,0,1,21,21,21,5,5,5,5,19.047619047619047,10,5,8.75,10,5,5,5,5,50
High-Risk,HR_1559,47,Female,13444.220983470092,0,1,0,0,5,162,32.4,18,10,0.25,4.478395061728395,2.5,27.77777777777778,147.5,1,11.88888888888889,5,10,0.25,4.504273504273504,2.5,-8
High-Risk,HR_156,34,Male,14872.74077677282,0,1,0,0,9,609,67.66666666666667,38,2,0.25,0.5977011494252874,0.5,23.809523809523807,59,0.25,2.0741379310344827,1,2,0.25,0.5942887931034483,0.5,-25
High-Risk,HR_1560,36,Female,NA,0,1,0,0,8,517,64.625,44.5,1.5,0.25,0.7011605415860735,0.5,24.758220502901356,41,0.25,2.005859375,1,1.5,0.25,0.7050128534704371,0.5,17.5
High-Risk,HR_1561,50,Male,15819.038485362007,0,1,0,0,2,29,14.5,14.5,1,0.25,0.7241379310344828,1,6.896551724137931,2,0.25,1.125,1.125,1,0.25,0.7314814814814815,1,17.5
High-Risk,HR_1562,40,Male,12800.837904471851,0,1,0,0,74,4544,61.4054054054054,34,20,0.25,1.944212147887324,1,23.87764084507042,495,0.25,4.702764976958525,1,20,0.25,1.9676206996241687,1,1703.5
High-Risk,HR_1563,39,Male,16121.516597765853,0,1,1,0,82,59518,725.829268292683,511.5,20,0.5,5.955324439665311,5,24.995799590039987,1980,0.5,18.347348255696712,10,20,0.5,5.955119732980892,5,-7111
High-Risk,HR_1564,28,Male,16081.0476064887,0,1,0,0,25,734,29.36,23,15,0.25,2.9928474114441417,2,20.16348773841962,88.5,0.25,6.047297297297297,3,15,0.25,2.9782423208191124,2,850.25
High-Risk,HR_1565,50,Male,16394.77765776613,0,1,0,0,5,246,49.2,32,1,0.25,0.4024390243902439,0.25,21.544715447154474,2,0.25,0.6462264150943396,0.5,1,0.25,0.40025906735751293,0.25,43
High-Risk,HR_1566,35,Male,20359.820992419023,0,1,0,0,1,330,330,330,5,2.5,3.7803030303030303,5,28.484848484848484,247.5,2.5,10.877659574468085,5,5,2.5,3.8453389830508473,5,-115
High-Risk,HR_1567,43,Female,13444.220983470092,0,0,1,1,16,1624,101.5,83.5,2,0.25,0.6507081280788177,0.5,23.029556650246306,49.5,0.25,1.3796791443850267,1,2,0.25,0.6546,0.5,302.25
High-Risk,HR_1568,25,Male,16808.374597083653,0,1,0,0,20,2324,116.2,88.5,15,0.5,2.2829173838209984,1.5,24.483648881239244,590,0.5,6.001757469244288,2.5,15,0.5,2.3193732193732193,1.5,655.5
High-Risk,HR_1569,64,Female,19731.046814274552,0,1,0,0,3,267,89,23,10,0.25,2.899812734082397,2.5,17.60299625468165,590,1,18,3,10,0.25,2.8647727272727272,2.5,-215.75
High-Risk,HR_157,30,Female,14489.764147354721,0,0,1,1,6,810,135,128,1,0.25,0.3395061728395062,0.25,23.08641975308642,49.5,0.25,1.2660427807486632,0.5,0.5,0.25,0.34109149277688605,0.25,-24.25
High-Risk,HR_1570,31,Male,12133.001909630855,0,1,0,0,1,67,67,67,2.5,2.5,2.5,2.5,23.88059701492537,12.5,2.5,4.84375,5,2.5,2.5,2.5,2.5,50
High-Risk,HR_1571,30,Female,13444.220983470092,0,1,0,0,33,1422,43.09090909090909,29,2.5,0.25,0.6891701828410689,0.5,18.143459915611814,39.5,0.25,1.9525193798449612,1,2.5,0.25,0.6870704467353952,0.5,296
High-Risk,HR_1572,34,Male,18831.34177740123,0,1,0,0,2,39,19.5,19.5,1.5,0.25,1.044871794871795,1.5,7.6923076923076925,7.5,3,5,4.5,1.5,0.25,1.0069444444444444,1,21.25
High-Risk,HR_1573,26,Female,14872.74077677282,0,1,0,0,1,21,21,21,0.25,0.25,0.25,0.25,4.761904761904762,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4.75
High-Risk,HR_1574,34,Female,21950.282092190224,0,1,0,0,1,29,29,29,0.25,0.25,0.25,0.25,6.896551724137931,0.5,0.25,0.375,0.375,0.25,0.25,0.25,0.25,6
High-Risk,HR_1575,28,Male,NA,0,1,0,0,1,19,19,19,1,1,1,1,15.789473684210526,1,1,1,1,1,1,1,1,13
High-Risk,HR_1576,35,Male,18472.439165999313,0,1,0,0,16,884,55.25,40.5,2,0.25,0.9838800904977375,1,22.963800904977376,59,0.5,2.184729064039409,1,2,0.25,0.9805433186490455,1,224.25
High-Risk,HR_1577,40,Male,13444.220983470092,0,1,0,0,10,332,33.2,27.5,20,0.25,5.930722891566265,2.5,20.180722891566266,158,0.25,12.600746268656716,5,20,0.25,6.183962264150943,2.5,794.5
High-Risk,HR_1578,40,Female,NA,0,1,0,0,1,40,40,40,0.25,0.25,0.25,0.25,15,1.25,0.25,0.5833333333333334,0.5,0.25,0.25,0.25,0.25,5
High-Risk,HR_1579,38,Male,15250.754301124418,0,1,0,0,1,63,63,63,0.25,0.25,0.25,0.25,17.46031746031746,1.25,0.25,0.45454545454545453,0.25,0.25,0.25,0.25,0.25,8
High-Risk,HR_158,46,Female,NA,0,1,0,0,40,4399,109.975,89,10,0.25,1.5405774039554445,1,26.392361900431915,295,0.25,3.963393626184324,2,10,0.25,1.5552810376775787,1,434.5
High-Risk,HR_1580,32,Male,12800.837904471851,0,0,0,1,3,822,274,344,0.5,0.25,0.35827250608272504,0.25,23.114355231143552,49.5,0.25,1.1302631578947369,0.5,0.5,0.25,0.3603639240506329,0.25,13
High-Risk,HR_1581,36,Female,NA,0,1,0,0,93,5027,54.053763440860216,29,10,0.25,1.6871394469862742,1,23.13507061865924,590,0.25,5.292992261392949,1.5,10,0.25,1.6957168737060042,1,396.5
High-Risk,HR_1582,48,Male,14244.754097974565,0,1,0,0,88,10580,120.22727272727273,80.5,2,0.25,0.48898865784499057,0.5,23.35538752362949,49.5,0.25,1.2318899231080533,0.5,2,0.25,0.48834628190899,0.5,916
High-Risk,HR_1583,41,Female,21829.216683710736,0,1,0,0,5,412,82.4,61,2,1,1.3203883495145632,1,25,14,1,2.3980582524271843,2,2,1,1.3171521035598706,1,160
High-Risk,HR_1584,27,Male,19495.116470946152,0,0,1,1,56,5054,90.25,79.5,10,0.25,0.6481994459833795,0.5,21.191135734072024,42,0.25,1.6638655462184875,0.75,10,0.25,0.6482550841074567,0.5,800
High-Risk,HR_1585,29,Male,16172.774931764206,0,1,0,0,23,779,33.869565217391305,7,10,1,2.792682926829268,2.5,26.31578947368421,590,1,10.060975609756097,2.5,10,1,2.7325783972125435,2.5,-494
High-Risk,HR_1586,54,Male,21869.273349555227,0,0,0,1,325,32181,99.01846153846154,51,5,0.25,1.3077281625804045,1,23.4672632920046,247.5,0.25,4.270689883474576,2,5,0.25,1.3091071501075968,1,-10.25
High-Risk,HR_1587,27,Male,18665.471281144037,0,1,0,0,39,2067,53,38,2.5,0.25,0.875544267053701,1,21.722302854378324,99,0.25,3.1492204899777283,1,2.5,0.25,0.8694375772558715,1,-7.25
High-Risk,HR_1588,72,Male,16081.0476064887,0,1,1,0,21,1974,94,66,20,0.25,12.723277608915907,20,23.809523809523807,1980,0.25,42.284574468085104,20,20,0.25,12.838929521276595,20,-564
High-Risk,HR_1589,54,Female,20163.480464165466,0,1,0,0,8,485,60.625,45.5,5,0.25,1.7871134020618558,2,21.237113402061855,39,0.25,3.854368932038835,2,5,0.25,1.774869109947644,2,281
High-Risk,HR_159,28,Female,14872.74077677282,0,1,1,1,129,13474,104.44961240310077,56,20,0.25,2.930384444114591,2,22.94047795754787,1180,0.25,9.08993853121967,2.5,20,0.25,2.907854184725031,2,2095.25
High-Risk,HR_1590,31,Male,15518.78868880673,0,0,1,0,95,11304,118.98947368421052,89,5,0.25,0.4913305024769993,0.5,22.79723991507431,49.5,0.25,1.3785409390764454,0.5,5,0.25,0.4935544860776899,0.5,754.75
High-Risk,HR_1591,64,Female,NA,0,0,1,0,3,249,83,25,1,0.25,0.5522088353413654,0.5,23.694779116465863,10.5,0.5,1.2033898305084745,1,1,0.25,0.5618421052631579,0.5,35.75
High-Risk,HR_1592,32,Male,11727.0803147506,0,1,0,0,1,8,8,8,0.5,0.5,0.5,0.5,0,NA,NA,NA,NA,0.5,0.5,0.5,0.5,4
High-Risk,HR_1593,42,Female,18586.652581206497,0,1,0,0,18,4282,237.88888888888889,105,2,0.25,0.6193367585240542,0.5,23.190098085007005,99,0.25,2.423716012084592,0.75,2,0.25,0.6204773487382182,0.5,-366
High-Risk,HR_1594,28,Male,NA,0,1,1,0,4,410,102.5,107,2.5,0.25,0.4609756097560976,0.25,19.26829268292683,49.5,0.25,1.8734177215189873,0.5,2.5,0.25,0.45317220543806647,0.25,2
High-Risk,HR_1595,38,Female,16697.36943147308,0,1,1,0,129,12924,100.18604651162791,54,5,0.25,0.6340916125038688,0.5,20.164035902197462,147.5,0.25,2.181504221028396,1,5,0.25,0.6367997673967823,0.5,885.5
High-Risk,HR_1596,37,Female,13897.327129442398,0,0,0,1,2,236,118,118,2,0.5,0.798728813559322,0.5,28.8135593220339,59,0.5,8.227941176470589,1.75,2,0.5,0.8005952380952381,0.5,-425
High-Risk,HR_1597,32,Male,16081.0476064887,0,1,0,0,97,4079,42.05154639175258,30,20,0.25,3.0394704584456975,2.5,25.56999264525619,495,0.25,9.005512943432407,4,20,0.25,3.047760210803689,2.5,-139.75
High-Risk,HR_1598,38,Male,17237.621401328477,0,0,1,0,5,718,143.6,130,20,0.25,1.5121866295264623,0.5,24.512534818941504,100,0.25,2.5738636363636362,1,20,0.25,1.6107011070110702,0.5,420
High-Risk,HR_1599,77,Female,16166.09703144839,0,1,1,0,64,5171,80.796875,76,5,0.25,1.3620189518468382,1,17.28872558499323,295,0.25,4.772371364653244,2,5,0.25,1.366729015665186,1,1579
High-Risk,HR_16,40,Female,17400.353619006208,0,0,1,1,54,10692,198,91.5,20,0.25,3.1119294799850357,2,22.75533108866442,1180,0.25,10.706124126592684,3,20,0.25,3.113724421842838,2,-331.75
High-Risk,HR_160,61,Male,NA,0,0,1,0,1,210,210,210,1,0.5,0.85,1,23.333333333333332,19.5,0.5,2.3877551020408165,1,1,0.5,0.8571428571428571,1,21
High-Risk,HR_1600,66,Female,19926.13182834349,0,1,0,0,13,552,42.46153846153846,37,1,0.25,0.3134057971014493,0.25,21.3768115942029,9.75,0.25,0.6101694915254238,0.5,1,0.25,0.31336405529953915,0.25,64
High-Risk,HR_1601,38,Female,19763.373327213114,0,1,1,0,40,2844,71.1,42,10,1,2.5857946554149085,2.5,21.308016877637133,495,1,7.461221122112211,2.5,10,1,2.598302055406613,2.5,1293.5
High-Risk,HR_1602,38,Female,16872.568127392016,0,1,0,0,491,10782,21.95926680244399,16,15,0.25,2.2175153032832498,2,23.613429790391393,495,0.25,6.675373134328358,2.5,15,0.25,2.2207989315201555,2,1295
High-Risk,HR_1603,60,Male,14872.74077677282,0,1,0,0,48,1600,33.333333333333336,27,20,0.5,13.1825,15,23.5,1980,0.5,35.55053191489362,20,20,0.5,13.208333333333334,15,2800
High-Risk,HR_1604,38,Male,19833.800220186095,0,1,0,0,893,143785,161.013437849944,32,10,0.25,1.781168063428035,1,24.519247487568244,990,0.25,5.334555382215289,2,10,0.25,1.7795125771676035,1,5060.75
High-Risk,HR_1605,29,Male,18715.1453917335,0,0,0,1,2,58,29,29,1,0.25,0.6293103448275862,0.5,25.862068965517242,2,0.5,0.9666666666666667,1,1,0.25,0.6453488372093024,0.5,13.25
High-Risk,HR_1606,33,Female,12113.173093151574,0,1,0,0,265,24731,93.32452830188679,62,5,0.25,0.7719057053899964,0.5,22.764950871376005,247.5,0.25,2.4064387211367673,1,5,0.25,0.7725511753311345,0.5,1208.25
High-Risk,HR_1607,34,Male,16394.77765776613,0,1,1,1,610,89632,146.93770491803278,86.5,10,0.25,0.9623990315958585,0.5,22.66935915744377,495,0.25,3.2016216349229785,1,10,0.25,0.9537712983134476,0.5,1055
High-Risk,HR_1608,41,Male,14872.74077677282,0,1,0,0,12,718,59.833333333333336,60,20,0.25,3.497214484679666,2,24.930362116991645,495,0.5,9.924581005586592,2.5,20,0.25,3.397495361781076,2,54.75
High-Risk,HR_1609,28,Female,13444.220983470092,0,1,0,0,31,436,14.064516129032258,9,20,0.25,1.9615825688073394,0.5,22.018348623853214,95,0.25,4.450520833333333,1,20,0.25,2.0272058823529413,0.5,262
High-Risk,HR_161,37,Female,15480.272536735392,0,0,1,0,479,45863,95.74739039665971,59,10,0.25,1.7631642064409219,1,23.938686958986548,990,0.25,5.980690408962565,2,10,0.25,1.7518418185987845,1,-4550.75
High-Risk,HR_1610,49,Female,16166.09703144839,0,0,1,0,397,31110,78.36272040302266,60,2.5,0.25,1.0044358727097396,1,22.179363548698166,198,0.25,3.177463768115942,1.5,2.5,0.25,1.0040479140850889,1,2383.5
High-Risk,HR_1611,33,Female,16394.77765776613,0,1,1,0,148,6708,45.32432432432432,30,20,0.25,4.920020870602266,2.5,24.254621347644605,1980,0.25,18.98417332513829,5,20,0.25,4.836547923637079,2.5,-6312.75
High-Risk,HR_1612,32,Female,13444.220983470092,0,1,0,0,13,1190,91.53846153846153,80,2,0.25,0.603781512605042,0.5,23.697478991596636,59,0.25,1.599290780141844,1,2,0.25,0.599669603524229,0.5,93.5
High-Risk,HR_1613,38,Male,14872.74077677282,0,1,1,0,49,4518,92.20408163265306,41,20,0.25,6.897410358565737,5,23.94864984506419,1980,0.5,23.48105360443623,10,20,0.25,6.9333527357392315,5,-1583.5
High-Risk,HR_1614,41,Female,NA,0,1,0,0,95,11604,122.14736842105263,53,1.5,0.25,0.5332859358841778,0.5,21.156497759393314,99,0.25,1.6925661914460286,0.75,1.5,0.25,0.5328724450759645,0.5,720
High-Risk,HR_1615,36,Male,20163.480464165466,0,1,0,0,219,19257,87.93150684931507,42,15,0.25,4.379316612141039,5,24.66635509165498,990,1,12.732105263157894,5,15,0.25,4.387778313917419,5,3176
High-Risk,HR_1616,42,Male,17004.685166025865,0,1,0,0,15,432,28.8,23,5,0.25,1.8732638888888888,1,19.90740740740741,97.5,0.25,4.578488372093023,2.5,5,0.25,1.8576589595375723,1,249
High-Risk,HR_1617,27,Female,15241.155792148917,0,1,0,0,82,1457,17.76829268292683,11.5,20,0.25,3.4636238846945777,1.5,21.551132463967054,100,0.25,6.618630573248407,2.5,20,0.25,3.425634295713036,1.5,1837.25
High-Risk,HR_1618,43,Male,17004.685166025865,0,1,0,0,30,2238,74.6,43.5,5,0.25,1.6978328865058088,1.5,24.932975871313673,148.5,0.25,4.933691756272402,2.5,5,0.25,1.7016369047619047,1.5,105.75
High-Risk,HR_1619,56,Female,13444.220983470092,0,0,1,0,35,1055,30.142857142857142,23,10,0.25,1.8772511848341231,1,23.033175355450236,195,0.25,8.449588477366255,2,10,0.25,1.874692118226601,1,-531
High-Risk,HR_162,65,Male,19833.97180442638,0,1,0,0,47,5675,120.74468085106383,77,5,0.25,1.194273127753304,1,22.502202643171806,166,0.5,3.4831636648394677,1.5,5,0.25,1.1947476125511596,1,806.5
High-Risk,HR_1620,34,Female,14489.764147354721,0,1,0,0,18,2912,161.77777777777777,131.5,2.5,0.25,1.0033482142857142,0.5,22.699175824175825,148.5,0.25,3.1350226928895615,1,2.5,0.25,0.992225677476677,0.5,161.25
High-Risk,HR_1621,33,Female,16081.0476064887,0,1,0,0,21,1058,50.38095238095238,46,1,0.25,0.7573251417769377,1,23.81852551984877,99,0.25,2.1676587301587302,1,1,0.25,0.7555831265508685,1,62.75
High-Risk,HR_1622,28,Male,13897.327129442398,0,1,0,0,1,86,86,86,1,1,1,1,26.744186046511626,7,1,1.9565217391304348,1,1,1,1,1,18
High-Risk,HR_1623,55,Female,19848.05328640708,0,1,0,0,1,66,66,66,1,1,1,1,15.151515151515152,2,1,1.2,1,1,1,1,1,44
High-Risk,HR_1624,40,Male,18431.138900564314,0,0,1,0,1,71,71,71,20,20,20,20,22.535211267605636,40,20,25,20,20,20,20,20,700
High-Risk,HR_1625,54,Male,18047.722391610856,0,0,1,0,45,3603,80.06666666666666,66,20,0.5,4.3406883152928115,2.5,26.144879267277272,247.5,0.5,8.038747346072187,5,20,0.5,4.419391206313416,2.5,4187.5
High-Risk,HR_1626,39,Male,16172.774931764206,0,1,0,0,359,41453,115.46796657381616,91,20,0.25,1.9874134562034111,1,23.414469399078474,1180,0.25,5.6475118483412325,2,20,0.25,1.9948262827983747,1,8515
High-Risk,HR_1627,51,Male,15518.78868880673,0,0,0,1,66,5869,88.92424242424242,71.5,5,0.25,0.5060061339240075,0.25,20.736070880899643,198,0.25,2.141331142152835,0.5,5,0.25,0.508061049011178,0.25,-242.5
High-Risk,HR_1628,49,Female,18656.088500935457,0,0,0,1,527,110963,210.55597722960152,136,20,0.25,1.7882875372872038,1,24.207168155150814,1580,0.25,5.228379434868397,1.5,20,0.25,1.7902725262181636,1,10126
High-Risk,HR_1629,38,Female,19651.379197068665,0,0,0,1,6,926,154.33333333333334,125,1,1,1,1,22.354211663066955,99,1,3.111111111111111,2,1,1,1,1,75
High-Risk,HR_163,37,Male,21950.282092190224,0,1,0,0,11,976,88.72727272727273,80,0.5,0.25,0.3639856557377049,0.25,16.700819672131146,24.75,0.25,1.3420245398773005,0.5,0.5,0.25,0.3625461254612546,0.25,76
High-Risk,HR_1630,31,Female,20417.657326684897,0,1,1,0,15,906,60.4,49,1,0.25,0.5333885209713024,0.5,23.178807947019866,29.5,0.25,1.3738095238095238,0.5,1,0.25,0.5369971264367817,0.5,85.25
High-Risk,HR_1631,54,Female,19315.64084738435,0,0,1,0,37,2732,73.83783783783784,45,10,0.25,1.2404831625183017,1,22.291361639824306,118,0.25,2.715927750410509,1.5,10,0.25,1.2538860103626943,1,1008
High-Risk,HR_1632,30,Male,13444.220983470092,0,0,1,0,136,3893,28.625,23,20,0.25,5.713138967377344,1,20.010274852299,1980,0.25,20.991976893453145,2,20,0.25,5.755138086062941,1,1568.75
High-Risk,HR_1633,34,Male,17775.041324829686,0,1,0,0,11,698,63.45454545454545,56,1,0.25,0.5265042979942693,0.5,20.057306590257877,49.5,0.25,2.3017857142857143,1,1,0.25,0.5331541218637993,0.5,-24.75
High-Risk,HR_1634,39,Male,21829.216683710736,0,1,1,0,6,956,159.33333333333334,144,1,1,1,1,21.75732217573222,41,1,2.418269230769231,1.5,1,1,1,1,245
High-Risk,HR_1635,40,Male,16978.65548347984,0,0,0,1,11,3200,290.90909090909093,191,1,0.25,0.373828125,0.25,20.625,99,0.25,1.1556818181818183,0.5,1,0.25,0.3716535433070866,0.25,181.25
High-Risk,HR_1636,31,Male,20447.766124139973,0,1,0,0,81,7014,86.5925925925926,44,10,0.25,0.9884160250926718,1,22.45508982035928,198,0.25,3.2782539682539684,1,10,0.25,0.9803272660415517,1,168.75
High-Risk,HR_1637,48,Female,18604.36804933253,0,1,0,0,29,1394,48.06896551724138,32,2.5,0.25,0.8206599713055954,0.5,25.896700143472025,38,0.25,1.865650969529086,1,2.5,0.25,0.8235721200387222,0.5,177.25
High-Risk,HR_1638,31,Female,21663.71849639227,0,1,0,0,1,45,45,45,1,1,1,1,26.666666666666668,5,1,1.9166666666666667,2,1,1,1,1,10
High-Risk,HR_1639,59,Female,13897.327129442398,0,0,1,0,2,73,36.5,36.5,2,1.5,1.643835616438356,1.5,24.65753424657534,6,1.5,2.7777777777777777,2.5,2,1.5,1.6363636363636365,1.5,40
High-Risk,HR_164,25,Female,15531.748726946304,0,1,0,0,1,93,93,93,1.5,0.5,0.8494623655913979,1,12.903225806451612,3,0.5,1.2083333333333333,1,1.5,0.5,0.8518518518518519,1,54.5
High-Risk,HR_1640,34,Female,14872.74077677282,0,0,1,0,7,252,36,22,2.5,0.5,1.4781746031746033,1.5,21.03174603174603,47.5,1,3.2547169811320753,2,2.5,0.5,1.4874371859296482,1.5,123.5
High-Risk,HR_1641,39,Female,19183.33983474538,0,1,0,0,5,36,7.2,6,2.5,1,1.6111111111111112,1,11.11111111111111,4,1,1.75,1,2.5,1,1.6875,1.5,47
High-Risk,HR_1642,28,Male,16166.09703144839,0,1,0,0,1,12,12,12,0.25,0.25,0.25,0.25,8.333333333333332,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,2.5
High-Risk,HR_1643,32,Female,11755.020442296971,0,1,0,0,65,8368,128.73846153846154,79,15,0.25,2.097454588910134,2,22.76529636711281,990,0.5,8.314435695538057,2,15,0.25,2.0908246944143585,2,-2326
High-Risk,HR_1644,39,Male,20176.67426725729,0,1,1,0,288,10467,36.34375,29,20,0.25,1.3995414158784751,0.5,24.11388172351199,1980,0.25,4.940273375594295,1,20,0.25,1.3963867556338916,0.5,-1377.75
High-Risk,HR_1645,32,Female,16172.774931764206,0,1,0,0,71,5787,81.50704225352112,49,2.5,0.5,0.7636080870917574,0.5,23.96751339208571,148.5,0.5,2.0602018745493873,1,2.5,0.5,0.7625,0.5,497.5
High-Risk,HR_1646,28,Male,16081.0476064887,0,1,0,0,1,29,29,29,0.25,0.25,0.25,0.25,13.793103448275861,1.25,0.25,0.625,0.5,0.25,0.25,0.25,0.25,3.75
High-Risk,HR_1647,34,Male,22985.175619063084,0,1,1,0,362,32049,88.53314917127072,39,20,1,15.05685044775188,20,21.903959561920807,1980,1,52.069729344729346,20,20,1,15.05567541651684,20,11299
High-Risk,HR_1648,52,Male,14058.268518749028,0,1,0,0,1,55,55,55,0.25,0.25,0.25,0.25,21.818181818181817,1.25,0.25,0.4791666666666667,0.25,0.25,0.25,0.25,0.25,5
High-Risk,HR_1649,33,Female,17177.105778950292,0,1,0,0,4,98,24.5,23,1.5,0.5,0.6530612244897959,0.5,18.367346938775512,3,0.5,1.1388888888888888,1,1.5,0.5,0.65,0.5,31.5
High-Risk,HR_165,46,Female,NA,0,1,0,0,7,348,49.714285714285715,27,1,0.25,0.5387931034482759,0.5,23.563218390804597,19,0.25,1.5030487804878048,1,1,0.25,0.5357142857142857,0.5,19.25
High-Risk,HR_1650,31,Male,18660.344103625946,0,1,0,0,1,17,17,17,2.5,2.5,2.5,2.5,17.647058823529413,5,2.5,3.3333333333333335,2.5,2.5,2.5,2.5,2.5,25
